24,green,None,None,None,right,2
23,green,None,None,None,forward,2
22,green,None,left,None,forward,2
21,green,None,None,None,right,2
20,red,None,None,None,None,1
19,green,None,None,None,forward,2
18,green,None,None,None,forward,12
25,green,None,None,None,left,2
24,red,None,None,None,None,1
23,red,None,None,None,None,1
22,red,None,None,None,None,1
21,green,None,None,None,left,0.5
20,red,None,None,None,right,2
19,green,None,None,None,forward,2
18,red,None,None,None,None,1
17,red,None,None,None,None,1
16,red,None,None,None,None,1
15,green,None,None,None,forward,2
14,green,None,None,None,left,2
13,red,None,None,None,None,1
12,red,None,None,None,None,1
11,red,None,None,None,None,1
10,green,None,None,None,forward,2
9,green,None,None,None,forward,2
8,red,None,None,None,None,1
7,red,None,None,None,right,0.5
6,green,None,None,None,right,2
5,green,None,None,None,right,2
4,red,None,None,None,right,2
3,green,None,None,None,forward,12
20,red,None,None,None,forward,-1
19,red,None,None,None,None,1
18,red,None,None,None,None,1
17,green,None,None,None,left,2
16,red,None,None,None,None,1
15,red,None,None,None,None,1
14,green,None,None,None,forward,2
13,red,None,None,None,None,1
12,red,None,None,None,None,1
11,red,None,None,None,None,1
10,green,None,None,None,forward,2
9,red,None,None,None,None,1
8,green,None,None,None,left,12
25,green,None,None,None,forward,2
24,red,None,None,None,None,1
23,red,None,None,None,None,1
22,red,None,None,None,None,1
21,red,None,None,None,None,1
20,green,None,None,None,forward,2
19,green,None,None,None,forward,2
18,red,None,None,None,None,1
17,green,None,None,None,forward,2
16,green,None,None,None,right,12
40,green,None,None,None,left,2
39,green,None,None,None,forward,2
38,green,None,None,None,forward,2
37,red,None,None,None,None,1
36,red,None,forward,None,None,1
35,green,None,forward,None,forward,2
34,green,None,None,None,right,2
33,green,None,None,None,forward,2
32,red,None,None,None,None,1
31,green,None,None,None,forward,2
30,red,None,None,None,None,1
29,red,None,None,None,None,1
28,green,None,None,None,forward,12
20,green,None,None,None,None,1
19,green,None,None,None,forward,2
18,red,None,None,None,None,1
17,green,None,None,None,left,2
16,green,None,None,None,forward,2
15,red,None,None,None,None,1
14,red,None,None,None,None,1
13,red,None,None,None,None,1
12,green,None,None,None,forward,12
25,green,None,None,None,right,2
24,red,None,None,None,right,2
23,red,None,None,None,None,1
22,green,None,None,None,forward,2
21,green,None,left,None,forward,2
20,red,None,None,None,None,1
19,red,None,None,None,None,1
18,red,None,None,None,None,1
17,red,None,None,None,None,1
16,red,None,None,None,None,1
15,green,None,None,None,forward,12
25,green,None,None,None,forward,0.5
24,green,None,None,None,right,2
23,green,None,None,None,right,2
22,green,None,None,None,forward,2
21,green,None,None,None,forward,2
20,green,None,None,None,left,2
19,green,None,None,None,forward,12
20,green,None,right,None,forward,2
19,red,None,None,None,None,1
18,red,None,None,None,None,1
17,green,None,None,None,forward,2
16,green,None,None,None,forward,2
15,green,None,None,None,forward,12
25,green,None,None,None,right,2
24,red,None,None,None,None,1
23,red,None,None,None,None,1
22,red,None,None,None,forward,-1
21,red,None,None,None,None,1
20,green,None,None,None,forward,2
19,green,None,None,None,left,2
18,green,None,None,None,forward,2
17,green,None,None,None,forward,12
40,red,None,None,None,right,2
39,red,None,None,None,None,1
38,red,None,None,None,None,1
37,red,None,None,None,None,1
36,red,None,None,None,None,1
35,green,None,None,None,forward,2
34,green,None,None,None,forward,2
33,green,None,None,None,forward,2
32,red,None,None,None,None,1
31,red,None,None,None,None,1
30,green,None,None,None,forward,2
29,green,None,None,None,forward,2
28,red,None,None,None,None,1
27,red,None,None,None,None,1
26,red,None,None,None,None,1
25,red,None,left,None,left,-1
24,green,None,left,None,forward,2
23,red,None,None,None,None,1
22,red,None,None,None,None,1
21,red,None,None,None,None,1
20,green,None,None,None,left,12
20,red,None,None,None,None,1
19,red,None,None,None,None,1
18,red,None,None,None,None,1
17,green,None,None,None,forward,2
16,red,None,None,None,None,1
15,green,None,None,None,forward,2
14,red,None,None,None,None,1
13,red,None,None,None,None,1
12,red,None,None,None,None,1
11,green,None,None,None,forward,2
10,red,None,None,None,None,1
9,red,None,None,None,None,1
8,green,None,None,None,forward,12
30,green,None,None,None,right,2
29,red,None,None,None,right,2
28,green,None,None,None,forward,2
27,red,None,None,None,None,1
26,red,None,None,None,None,1
25,green,None,None,None,forward,2
24,green,None,None,None,right,2
23,green,None,None,None,None,1
22,green,None,None,None,forward,2
21,green,None,None,None,forward,2
20,red,None,None,None,None,1
19,red,None,None,None,None,1
18,green,None,None,None,forward,12
50,red,None,None,None,right,2
49,red,None,None,None,None,1
48,red,None,None,None,None,1
47,green,None,None,None,forward,2
46,red,None,None,None,None,1
45,green,None,None,None,forward,2
44,red,None,None,None,left,-1
43,red,None,None,None,None,1
42,red,None,None,None,None,1
41,green,None,None,None,forward,2
40,green,None,None,None,left,0.5
39,green,None,None,None,right,2
38,green,left,None,None,forward,2
37,red,None,None,None,None,1
36,red,left,None,None,None,1
35,red,left,None,None,None,1
34,green,left,None,None,forward,2
33,red,None,None,None,None,1
32,green,None,None,None,left,2
31,red,None,None,None,None,1
30,red,None,None,None,None,1
29,green,None,None,None,forward,12
25,green,None,None,None,right,2
24,red,None,None,None,None,1
23,red,None,None,None,None,1
22,red,None,None,None,None,1
21,red,None,None,None,None,1
20,green,None,None,None,forward,2
19,red,None,None,None,right,2
18,green,None,None,None,forward,2
17,green,None,None,None,forward,12
25,red,None,None,None,right,2
24,red,None,None,None,None,1
23,red,None,None,None,None,1
22,red,None,None,None,None,1
21,red,None,None,None,None,1
20,green,None,None,None,forward,2
19,green,None,None,None,forward,2
18,green,None,None,None,left,2
17,green,None,None,None,right,0.5
16,green,None,None,None,forward,2
15,green,None,None,None,forward,2
14,red,None,None,None,None,1
13,green,None,None,None,forward,2
12,red,None,None,None,None,1
11,red,None,None,None,None,1
10,green,None,None,None,forward,2
9,red,None,None,None,None,1
8,red,None,None,None,None,1
7,red,None,None,None,None,1
6,red,None,None,None,None,1
5,green,None,None,None,forward,2
4,red,None,None,None,None,1
3,red,None,None,None,None,1
2,red,None,None,None,None,1
1,green,None,None,None,forward,2
0,green,None,None,None,forward,2
20,green,None,None,None,right,2
19,red,None,None,None,None,1
18,red,None,None,None,forward,-1
17,green,None,None,None,forward,2
16,green,None,None,None,forward,2
15,green,None,None,None,left,12
25,red,None,None,None,None,1
24,red,None,None,None,right,0.5
23,green,None,None,None,right,2
22,green,None,None,None,right,2
21,red,None,None,None,None,1
20,red,None,None,None,None,1
19,red,None,None,None,None,1
18,red,None,None,None,None,1
17,green,None,None,None,forward,2
16,green,None,None,None,forward,2
15,red,None,None,None,None,1
14,red,None,None,None,None,1
13,red,None,None,None,None,1
12,red,None,None,None,None,1
11,red,None,None,None,None,1
10,green,None,None,None,left,2
9,green,None,None,None,forward,12
25,red,None,None,None,None,1
24,red,None,None,None,right,2
23,red,None,None,None,None,1
22,red,None,None,None,None,1
21,red,None,None,None,None,1
20,green,None,None,None,forward,2
19,red,None,None,None,None,1
18,red,None,None,None,None,1
17,red,None,None,None,None,1
16,green,None,None,None,forward,2
15,green,None,None,None,forward,2
14,green,None,None,None,right,12
25,green,None,None,None,right,2
24,red,None,None,None,right,2
23,red,None,None,None,None,1
22,red,None,None,None,None,1
21,green,None,None,None,forward,2
20,red,None,None,None,left,-1
19,green,None,None,None,left,2
18,green,None,None,None,forward,12
30,green,None,None,None,right,2
29,green,None,None,None,right,2
28,red,None,None,None,None,1
27,red,None,None,None,None,1
26,red,None,None,None,None,1
25,green,None,None,None,forward,2
24,green,None,None,None,forward,2
23,red,None,None,None,None,1
22,red,None,None,None,None,1
21,green,None,None,None,forward,2
20,red,None,None,None,None,1
19,red,None,None,None,None,1
18,red,None,None,None,None,1
17,red,None,None,None,None,1
16,red,None,None,None,None,1
15,green,None,None,None,right,0.5
14,red,None,None,None,None,1
13,red,None,None,None,None,1
12,red,None,None,None,None,1
11,red,None,None,None,None,1
10,green,None,None,None,left,2
9,green,None,None,None,right,12
40,green,None,None,None,right,2
39,red,None,None,None,right,2
38,green,None,None,None,forward,2
37,red,None,None,None,None,1
36,red,None,None,None,None,1
35,red,None,None,None,None,1
34,green,None,None,None,forward,2
33,green,None,None,None,forward,2
32,red,None,None,None,None,1
31,red,None,None,None,None,1
30,green,None,None,None,forward,2
29,red,None,None,None,None,1
28,green,None,None,None,forward,2
27,red,None,None,None,right,2
26,green,None,None,left,forward,2
25,green,None,None,None,forward,12
20,green,None,None,None,left,2
19,green,None,None,None,forward,2
18,red,None,None,None,None,1
17,red,None,None,None,None,1
16,green,None,None,None,forward,2
15,green,None,None,None,left,12
20,red,None,None,None,right,2
19,green,None,None,None,forward,2
18,green,None,None,None,left,2
17,red,None,None,None,None,1
16,green,None,None,None,forward,12
20,red,None,None,None,None,1
19,red,None,None,None,None,1
18,red,None,None,None,None,1
17,red,None,None,None,None,1
16,red,None,None,None,None,1
15,green,None,None,None,right,0.5
14,red,None,None,None,None,1
13,red,None,None,None,right,2
12,red,None,None,None,right,2
11,red,None,None,None,None,1
10,red,None,None,None,None,1
9,red,None,None,None,forward,-1
8,green,None,None,None,forward,2
7,green,None,None,None,forward,2
6,green,None,None,None,forward,2
5,red,None,None,None,right,2
4,green,None,None,None,forward,12
35,red,None,None,None,None,1
34,red,None,None,None,None,1
33,red,None,None,None,None,1
32,green,None,None,None,forward,2
31,red,None,None,None,forward,-1
30,red,None,None,None,None,1
29,green,None,None,None,forward,2
28,green,None,None,None,forward,2
27,red,None,None,None,None,1
26,green,None,None,None,left,0.5
25,red,None,None,None,right,2
24,red,None,None,None,left,-1
23,green,None,None,None,forward,2
22,green,None,None,None,left,12
20,red,None,None,None,right,2
19,green,None,None,forward,left,2
18,red,None,None,None,None,1
17,red,None,None,None,None,1
16,red,None,None,None,None,1
15,green,None,None,None,forward,2
14,green,None,None,None,forward,12
25,red,None,None,None,None,1
24,red,None,None,None,None,1
23,red,None,None,None,None,1
22,red,None,None,None,None,1
21,red,None,None,None,None,1
20,green,None,None,None,left,2
19,green,None,None,None,forward,2
18,green,None,None,None,forward,2
17,red,None,None,None,None,1
16,red,None,None,None,None,1
15,green,None,None,None,left,2
14,red,None,None,None,None,1
13,green,None,None,None,forward,12
50,red,None,None,None,right,2
49,green,None,None,None,forward,2
48,green,None,None,None,left,0.5
47,green,None,None,None,right,2
46,green,None,None,None,forward,2
45,green,None,None,None,forward,2
44,green,None,None,None,forward,2
43,green,None,None,None,forward,2
42,green,left,None,None,right,2
41,red,None,None,None,None,1
40,green,None,None,None,forward,2
39,green,None,None,left,forward,2
38,green,None,None,None,forward,12
55,red,None,None,None,right,0.5
54,red,None,None,None,left,-1
53,red,None,None,None,None,1
52,red,None,None,None,None,1
51,red,None,None,None,None,1
50,green,None,None,None,forward,2
49,red,None,None,None,right,2
48,red,None,None,None,None,1
47,red,None,None,None,None,1
46,red,None,None,None,None,1
45,green,None,None,None,forward,2
44,green,None,None,None,forward,2
43,green,None,None,None,forward,2
42,red,None,None,None,None,1
41,red,None,None,None,None,1
40,green,None,None,None,forward,12
20,green,None,None,None,forward,2
19,red,None,None,None,None,1
18,red,None,None,None,None,1
17,green,None,None,None,left,2
16,green,None,None,None,forward,2
15,green,None,None,None,forward,12
50,green,None,None,None,left,2
49,green,None,None,None,forward,2
48,green,None,None,None,right,0.5
47,green,None,None,None,forward,0.5
46,green,None,None,left,left,2
45,green,right,None,None,forward,2
44,green,None,None,None,forward,2
43,green,None,None,None,right,2
42,green,None,None,None,forward,2
41,green,None,None,None,forward,12
35,red,None,None,None,right,2
34,green,None,None,None,right,2
33,red,None,None,None,None,1
32,red,None,None,None,None,1
31,red,None,None,None,None,1
30,green,None,None,None,forward,2
29,red,None,None,None,None,1
28,red,None,None,None,left,-1
27,red,None,None,None,None,1
26,red,None,None,None,None,1
25,green,None,None,None,forward,2
24,green,None,None,None,left,12
25,red,None,None,None,None,1
24,red,None,None,None,None,1
23,red,None,None,None,None,1
22,red,None,None,None,right,0.5
21,red,None,None,None,None,1
20,green,None,None,None,right,0.5
19,red,None,None,None,None,1
18,red,None,None,None,None,1
17,green,None,None,None,forward,2
16,green,None,None,None,forward,2
15,red,None,None,None,None,1
14,red,None,None,None,None,1
13,red,None,None,None,None,1
12,red,None,None,None,None,1
11,red,None,None,None,None,1
10,green,None,None,None,right,0.5
9,green,None,None,None,left,2
8,green,forward,None,None,forward,2
7,red,None,None,None,None,1
6,red,None,None,None,None,1
5,red,None,None,None,None,1
4,green,None,None,None,forward,2
3,green,None,None,None,forward,2
2,green,None,None,None,right,2
1,red,None,None,None,None,1
0,red,None,None,None,None,1
25,red,None,None,None,right,2
24,green,None,None,None,forward,2
23,red,None,None,None,None,1
22,green,None,None,None,forward,2
21,green,None,None,None,left,2
20,red,None,None,None,left,-1
19,red,None,None,None,forward,-1
18,red,None,None,None,None,1
17,green,None,None,None,forward,12
20,red,None,None,None,right,2
19,red,None,None,None,None,1
18,red,None,None,None,None,1
17,red,None,None,None,None,1
16,red,None,None,None,None,1
15,green,None,None,None,forward,2
14,green,None,None,None,forward,2
13,green,None,None,None,forward,12
35,red,None,None,None,None,1
34,red,None,None,None,None,1
33,red,None,None,None,None,1
32,red,None,None,None,None,1
31,green,None,None,None,forward,2
30,green,None,None,None,forward,2
29,green,None,None,None,forward,2
28,red,None,None,None,None,1
27,red,None,None,None,None,1
26,red,None,None,None,None,1
25,green,None,None,None,forward,2
24,green,None,None,left,forward,2
23,green,None,None,None,forward,2
22,green,None,None,None,right,12
45,red,None,None,None,None,1
44,red,None,None,None,None,1
43,red,None,None,None,right,0.5
42,green,None,None,None,left,2
41,red,None,None,None,None,1
40,red,None,None,None,None,1
39,green,None,None,None,forward,2
38,red,None,None,None,None,1
37,red,None,None,None,None,1
36,red,None,None,None,None,1
35,green,None,None,None,forward,2
34,red,None,None,None,None,1
33,green,left,None,None,forward,2
32,green,None,None,None,forward,2
31,green,None,None,None,forward,2
30,red,None,None,None,None,1
29,red,None,None,None,None,1
28,red,None,None,None,None,1
27,green,None,None,None,forward,2
26,green,None,None,None,left,2
25,green,None,None,None,forward,2
24,red,None,None,None,None,1
23,red,None,None,None,None,1
22,red,None,None,None,None,1
21,green,None,None,None,left,0.5
20,red,None,None,None,right,2
19,red,None,None,None,left,-1
18,green,None,None,None,right,12
30,green,None,None,None,right,2
29,red,None,None,None,None,1
28,red,None,None,None,None,1
27,green,None,None,None,forward,2
26,red,None,None,None,None,1
25,green,None,None,None,forward,2
24,red,None,None,None,right,2
23,green,None,None,None,forward,2
22,green,None,None,None,forward,12
35,red,None,None,None,None,1
34,red,None,None,None,right,2
33,red,None,None,None,right,2
32,green,None,None,None,forward,2
31,green,None,None,None,forward,2
30,red,None,None,None,None,1
29,red,None,None,None,None,1
28,red,None,None,None,forward,-1
27,red,None,None,None,forward,-1
26,red,None,None,None,right,0.5
25,red,None,None,None,None,1
24,red,None,None,None,None,1
23,red,None,None,None,None,1
22,red,None,None,None,None,1
21,red,None,None,None,None,1
20,green,None,None,None,left,2
19,red,None,left,None,None,1
18,red,None,None,None,None,1
17,green,None,None,None,forward,2
16,green,None,None,None,right,2
15,red,None,None,None,None,1
14,red,None,None,None,None,1
13,red,None,None,None,None,1
12,red,None,None,None,None,1
11,red,None,None,None,None,1
10,green,None,None,None,forward,12
